"marriage_id","tree_id","husband_id","wife_id","start_date"
"75636","3","115314","115315","1031-12-26"
"75637","3","115317","115326","1047-09-04"
"75638","3","115320","115327","1058-02-25"
"75639","3","115321","115328","1082-09-28"
"75640","3","115322","115329","1072-02-13"
"75641","3","115323","115330","1059-10-17"
"75642","3","115325","115331","1090-05-08"
"75643","3","115332","115316","1022-07-11"
"75644","3","115333","115318","1073-08-03"
"75645","3","115334","115319","1070-10-17"
"75646","3","115336","115385","1057-07-14"
"75647","3","115337","115386","1136-01-05"
"75648","3","115338","115387","1054-10-31"
"75649","3","115339","115388","1105-08-01"
"75650","3","115340","115389","1093-12-06"
"75651","3","115344","115390","1110-02-10"
"75652","3","115346","115391","1051-11-04"
"75653","3","115347","115392","1091-12-08"
"75654","3","115349","115393","1108-11-22"
"75655","3","115353","115394","1055-07-13"
"75656","3","115357","115395","1070-01-31"
"75657","3","115359","115396","1060-07-29"
"75658","3","115362","115397","1077-12-28"
"75659","3","115364","115398","1108-08-28"
"75660","3","115365","115399","1072-07-07"
"75661","3","115369","115400","1128-11-27"
"75662","3","115370","115401","1092-05-01"
"75663","3","115371","115402","1063-08-22"
"75664","3","115373","115403","1082-05-06"
"75665","3","115374","115404","1068-10-17"
"75666","3","115377","115405","1106-10-30"
"75667","3","115380","115406","1080-02-13"
"75668","3","115381","115407","1102-03-22"
"75669","3","115382","115408","1087-04-17"
"75670","3","115409","115335","1075-10-04"
"75671","3","115410","115342","1120-09-21"
"75672","3","115411","115343","1075-12-12"
"75673","3","115412","115345","1066-05-15"
"75674","3","115413","115350","1055-10-02"
"75675","3","115414","115351","1056-02-24"
"75676","3","115415","115352","1101-04-11"
"75677","3","115416","115354","1106-10-13"
"75678","3","115417","115355","1103-06-15"
"75679","3","115418","115356","1045-09-14"
"75680","3","115419","115358","1114-11-04"
"75681","3","115420","115360","1084-07-14"
"75682","3","115421","115361","1072-11-10"
"75683","3","115422","115363","1097-02-15"
"75684","3","115423","115366","1067-06-08"
"75685","3","115424","115367","1067-02-15"
"75686","3","115425","115368","1087-11-14"
"75687","3","115426","115372","1082-04-25"
"75688","3","115427","115375","1087-06-22"
"75689","3","115428","115376","1093-12-21"
"75690","3","115429","115379","1089-06-27"
"75691","3","115430","115384","1124-07-15"
"75692","3","115433","115681","1131-07-22"
"75693","3","115438","115682","1135-09-10"
"75694","3","115439","115683","1145-10-19"
"75695","3","115440","115684","1130-12-12"
"75696","3","115441","115685","1126-10-25"
"75697","3","115442","115686","1116-08-18"
"75698","3","115443","115687","1145-12-07"
"75699","3","115446","115688","1119-04-01"
"75700","3","115447","115689","1120-05-01"
