"marriage_id","tree_id","husband_id","wife_id","start_date"
"95612","7","144178","144179","1043-06-17"
"95613","7","144180","144190","1085-03-05"
"95614","7","144183","144191","1049-07-13"
"95615","7","144187","144192","1055-04-03"
"95616","7","144193","144181","1058-09-05"
"95617","7","144194","144182","1072-06-06"
"95618","7","144195","144184","1064-06-17"
"95619","7","144196","144186","1031-03-04"
"95620","7","144197","144188","1057-08-27"
"95621","7","144198","144189","1069-01-22"
"95622","7","144205","144249","1108-10-27"
"95623","7","144206","144250","1106-09-19"
"95624","7","144207","144251","1082-07-08"
"95625","7","144215","144252","1095-09-06"
"95626","7","144218","144253","1129-11-02"
"95627","7","144219","144254","1098-06-10"
"95628","7","144220","144255","1089-02-05"
"95629","7","144221","144256","1114-12-22"
"95630","7","144222","144257","1088-01-10"
"95631","7","144224","144258","1082-07-16"
"95632","7","144226","144259","1105-07-10"
"95633","7","144227","144260","1078-06-20"
"95634","7","144229","144261","1097-05-03"
"95635","7","144231","144262","1086-02-07"
"95636","7","144234","144263","1080-08-23"
"95637","7","144235","144264","1089-08-18"
"95638","7","144236","144265","1101-07-12"
"95639","7","144238","144266","1060-02-28"
"95640","7","144241","144267","1128-02-21"
"95641","7","144242","144268","1097-04-25"
"95642","7","144243","144269","1109-03-15"
"95643","7","144245","144270","1117-09-11"
"95644","7","144246","144271","1063-04-27"
"95645","7","144247","144272","1108-12-29"
"95646","7","144248","144273","1081-12-18"
"95647","7","144274","144199","1126-06-15"
"95648","7","144275","144200","1107-06-02"
"95649","7","144276","144201","1102-04-07"
"95650","7","144277","144202","1136-07-14"
"95651","7","144278","144203","1107-08-15"
"95652","7","144279","144204","1095-03-02"
"95653","7","144280","144209","1106-03-01"
"95654","7","144281","144210","1130-12-27"
"95655","7","144282","144211","1078-02-09"
"95656","7","144283","144212","1101-08-21"
"95657","7","144284","144213","1106-02-09"
"95658","7","144285","144214","1109-05-02"
"95659","7","144286","144216","1072-09-01"
"95660","7","144287","144217","1075-10-18"
"95661","7","144288","144225","1058-11-19"
"95662","7","144289","144228","1078-05-19"
"95663","7","144290","144230","1093-06-29"
"95664","7","144291","144232","1066-06-17"
"95665","7","144292","144233","1118-01-24"
"95666","7","144293","144237","1094-01-25"
"95667","7","144294","144239","1077-02-11"
"95668","7","144295","144244","1098-05-27"
"95669","7","144296","144500","1131-08-29"
"95670","7","144297","144501","1108-11-21"
"95671","7","144298","144502","1144-12-12"
"95672","7","144300","144503","1106-12-28"
"95673","7","144301","144504","1151-02-06"
"95674","7","144302","144505","1146-09-21"
"95675","7","144303","144506","1091-02-23"
"95676","7","144304","144507","1134-05-16"
"95677","7","144305","144508","1136-03-29"
"95678","7","144307","144509","1136-09-19"
"95679","7","144309","144510","1148-12-22"
"95680","7","144310","144511","1160-10-07"
"95681","7","144311","144512","1126-02-11"
"95682","7","144312","144513","1124-10-17"
"95683","7","144313","144514","1132-04-16"
"95684","7","144316","144515","1147-01-26"
"95685","7","144319","144516","1142-12-29"
"95686","7","144320","144517","1122-01-23"
"95687","7","144321","144518","1134-04-14"
"95688","7","144322","144519","1115-12-11"
"95689","7","144323","144520","1121-11-09"
"95690","7","144324","144521","1135-05-12"
"95691","7","144326","144522","1140-11-24"
"95692","7","144328","144523","1120-02-07"
"95693","7","144329","144524","1126-06-12"
"95694","7","144330","144525","1144-08-13"
