"marriage_id","tree_id","husband_id","wife_id","start_date"
"111072","10","165977","165978","1031-11-03"
"111073","10","165981","165989","1057-10-26"
"111074","10","165982","165990","1089-07-29"
"111075","10","165983","165991","1067-05-12"
"111076","10","165985","165992","1034-12-21"
"111077","10","165986","165993","1090-02-17"
"111078","10","165987","165994","1067-01-21"
"111079","10","165988","165995","1079-03-01"
"111080","10","165996","165979","1082-05-26"
"111081","10","165997","165980","1079-09-08"
"111082","10","165998","165984","1112-05-07"
"111083","10","165999","166049","1063-07-26"
"111084","10","166000","166050","1127-04-17"
"111085","10","166001","166051","1075-05-29"
"111086","10","166003","166052","1087-09-24"
"111087","10","166005","166053","1071-06-10"
"111088","10","166007","166054","1085-03-29"
"111089","10","166010","166055","1075-10-13"
"111090","10","166011","166056","1088-07-05"
"111091","10","166012","166057","1071-08-15"
"111092","10","166014","166058","1097-11-15"
"111093","10","166015","166059","1074-06-19"
"111094","10","166016","166060","1048-03-02"
"111095","10","166017","166061","1065-04-22"
"111096","10","166020","166062","1126-03-04"
"111097","10","166022","166063","1061-04-14"
"111098","10","166023","166064","1051-06-14"
"111099","10","166024","166065","1076-03-12"
"111100","10","166025","166066","1074-12-30"
"111101","10","166026","166067","1079-06-01"
"111102","10","166027","166068","1079-07-24"
"111103","10","166028","166069","1081-08-19"
"111104","10","166032","166070","1105-02-02"
"111105","10","166034","166071","1075-03-28"
"111106","10","166035","166072","1117-01-19"
"111107","10","166039","166073","1083-05-03"
"111108","10","166041","166074","1047-04-12"
"111109","10","166042","166075","1105-01-21"
"111110","10","166043","166076","1135-12-22"
"111111","10","166045","166077","1105-04-13"
"111112","10","166046","166078","1100-02-02"
"111113","10","166047","166079","1089-12-29"
"111114","10","166080","166002","1122-03-22"
"111115","10","166081","166004","1123-10-09"
"111116","10","166082","166006","1121-10-02"
"111117","10","166083","166008","1082-06-01"
"111118","10","166084","166009","1118-07-29"
"111119","10","166085","166013","1102-06-11"
"111120","10","166086","166018","1073-10-06"
"111121","10","166087","166019","1068-04-29"
"111122","10","166088","166021","1069-10-26"
"111123","10","166089","166029","1093-04-19"
"111124","10","166090","166030","1113-02-15"
"111125","10","166091","166031","1093-02-18"
"111126","10","166092","166036","1058-12-26"
"111127","10","166093","166037","1122-02-23"
"111128","10","166094","166038","1052-09-05"
"111129","10","166095","166040","1094-01-09"
"111130","10","166096","166044","1097-12-19"
"111131","10","166097","166048","1101-06-07"
"111132","10","166100","166345","1117-03-15"
"111133","10","166102","166346","1170-02-01"
"111134","10","166103","166347","1175-11-05"
"111135","10","166105","166348","1164-11-24"
"111136","10","166106","166349","1160-03-23"
"111137","10","166112","166350","1083-12-07"
"111138","10","166113","166351","1108-01-13"
"111139","10","166120","166352","1173-07-19"
"111140","10","166123","166353","1117-08-06"
"111141","10","166125","166354","1122-04-13"
"111142","10","166127","166355","1118-04-02"
"111143","10","166128","166356","1117-02-18"
"111144","10","166129","166357","1081-10-07"
"111145","10","166131","166358","1125-06-18"
"111146","10","166133","166359","1097-11-19"
"111147","10","166134","166360","1144-06-29"
"111148","10","166137","166361","1106-09-07"
"111149","10","166138","166362","1126-11-12"
"111150","10","166139","166363","1094-06-26"
"111151","10","166143","166364","1087-05-26"
"111152","10","166145","166365","1118-10-18"
"111153","10","166146","166366","1116-06-01"
"111154","10","166147","166367","1080-05-06"
"111155","10","166148","166368","1109-05-23"
"111156","10","166149","166369","1111-04-06"
"111157","10","166151","166370","1123-03-19"
"111158","10","166152","166371","1154-09-18"
"111159","10","166154","166372","1118-06-22"
"111160","10","166155","166373","1121-01-24"
