"marriage_id","tree_id","husband_id","wife_id","start_date"
"70165","2","107165","107166","1057-03-06"
"70166","2","107167","107177","1093-11-02"
"70167","2","107169","107178","1102-11-03"
"70168","2","107171","107179","1048-06-05"
"70169","2","107172","107180","1079-06-01"
"70170","2","107175","107181","1088-05-22"
"70171","2","107182","107168","1079-04-07"
"70172","2","107183","107170","1055-11-05"
"70173","2","107184","107173","1111-02-25"
"70174","2","107185","107174","1093-09-11"
"70175","2","107186","107176","1063-02-10"
"70176","2","107188","107237","1111-11-08"
"70177","2","107189","107238","1151-11-18"
"70178","2","107190","107239","1109-08-06"
"70179","2","107191","107240","1128-01-24"
"70180","2","107192","107241","1144-07-20"
"70181","2","107195","107242","1107-06-09"
"70182","2","107196","107243","1106-12-05"
"70183","2","107199","107244","1152-01-31"
"70184","2","107202","107245","1130-01-02"
"70185","2","107205","107246","1112-03-23"
"70186","2","107206","107247","1116-08-20"
"70187","2","107207","107248","1117-02-11"
"70188","2","107208","107249","1108-12-16"
"70189","2","107214","107250","1116-11-06"
"70190","2","107217","107251","1110-09-17"
"70191","2","107219","107252","1138-11-13"
"70192","2","107221","107253","1123-07-02"
"70193","2","107223","107254","1137-08-15"
"70194","2","107224","107255","1131-08-22"
"70195","2","107228","107256","1133-11-23"
"70196","2","107230","107257","1112-01-23"
"70197","2","107233","107258","1143-06-06"
"70198","2","107234","107259","1110-08-19"
"70199","2","107236","107260","1107-07-14"
"70200","2","107261","107193","1146-06-29"
"70201","2","107262","107194","1094-11-16"
"70202","2","107263","107197","1098-09-08"
"70203","2","107264","107198","1141-06-01"
"70204","2","107265","107200","1117-07-21"
"70205","2","107266","107201","1138-01-31"
"70206","2","107267","107203","1088-03-09"
"70207","2","107268","107204","1092-11-11"
"70208","2","107269","107209","1102-01-06"
"70209","2","107270","107211","1110-09-22"
"70210","2","107271","107212","1120-11-07"
"70211","2","107272","107213","1123-09-12"
"70212","2","107273","107215","1129-09-15"
"70213","2","107274","107216","1125-02-04"
"70214","2","107275","107218","1116-01-09"
"70215","2","107276","107220","1126-01-20"
"70216","2","107277","107222","1132-11-10"
"70217","2","107278","107225","1102-07-12"
"70218","2","107279","107226","1102-05-02"
"70219","2","107280","107227","1110-08-30"
"70220","2","107281","107229","1110-07-03"
"70221","2","107282","107231","1114-09-27"
"70222","2","107283","107232","1099-08-27"
"70223","2","107284","107235","1101-04-11"
"70224","2","107285","107437","1184-09-12"
"70225","2","107286","107438","1173-06-27"
"70226","2","107287","107439","1117-07-31"
"70227","2","107288","107440","1163-09-28"
"70228","2","107289","107441","1147-05-29"
"70229","2","107292","107442","1125-01-12"
"70230","2","107295","107443","1169-06-03"
"70231","2","107296","107444","1123-09-08"
"70232","2","107298","107445","1131-11-09"
"70233","2","107303","107446","1130-01-16"
"70234","2","107306","107447","1135-06-19"
"70235","2","107312","107448","1161-11-10"
"70236","2","107314","107449","1151-06-14"
"70237","2","107316","107450","1163-10-10"
"70238","2","107317","107451","1163-08-20"
"70239","2","107318","107452","1149-08-20"
"70240","2","107319","107453","1166-07-31"
"70241","2","107320","107454","1105-04-02"
"70242","2","107321","107455","1124-12-13"
"70243","2","107322","107456","1105-12-17"
"70244","2","107323","107457","1157-07-13"
"70245","2","107324","107458","1140-10-08"
"70246","2","107327","107459","1148-08-20"
"70247","2","107328","107460","1119-04-26"
"70248","2","107329","107461","1161-09-20"
"70249","2","107330","107462","1177-02-28"
"70250","2","107335","107463","1115-06-11"
"70251","2","107340","107464","1182-06-01"
"70252","2","107344","107465","1125-08-27"
"70253","2","107348","107466","1140-11-11"
"70254","2","107350","107467","1154-08-26"
"70255","2","107352","107468","1152-08-14"
"70256","2","107355","107469","1148-07-23"
"70257","2","107356","107470","1150-10-08"
"70258","2","107358","107471","1192-10-02"
"70259","2","107360","107472","1140-06-29"
"70260","2","107361","107473","1152-02-06"
"70261","2","107362","107474","1143-03-24"
"70262","2","107364","107475","1100-08-25"
"70263","2","107368","107476","1107-01-02"
"70264","2","107371","107477","1156-08-14"
"70265","2","107374","107478","1144-05-08"
"70266","2","107376","107479","1160-01-20"
"70267","2","107377","107480","1151-04-04"
"70268","2","107378","107481","1146-09-16"
"70269","2","107382","107482","1134-05-14"
"70270","2","107383","107483","1163-05-04"
"70271","2","107386","107484","1175-04-14"
"70272","2","107387","107485","1164-01-28"
"70273","2","107388","107486","1183-12-15"
"70274","2","107389","107487","1149-11-13"
"70275","2","107390","107488","1169-09-16"
"70276","2","107391","107489","1144-08-02"
"70277","2","107393","107490","1161-12-15"
"70278","2","107394","107491","1167-12-19"
"70279","2","107396","107492","1126-06-26"
"70280","2","107399","107493","1148-05-30"
"70281","2","107401","107494","1159-04-30"
"70282","2","107404","107495","1118-12-09"
"70283","2","107405","107496","1151-08-12"
"70284","2","107408","107497","1151-10-19"
"70285","2","107414","107498","1145-10-23"
"70286","2","107415","107499","1136-07-31"
"70287","2","107419","107500","1134-05-16"
"70288","2","107420","107501","1149-02-03"
"70289","2","107425","107502","1114-06-30"
"70290","2","107429","107503","1132-10-21"
"70291","2","107430","107504","1145-09-18"
"70292","2","107431","107505","1133-04-08"
"70293","2","107432","107506","1186-03-23"
"70294","2","107433","107507","1142-05-18"
"70295","2","107436","107508","1154-01-25"
"70296","2","107509","107290","1159-05-25"
"70297","2","107510","107291","1171-07-05"
"70298","2","107511","107294","1147-04-12"
"70299","2","107512","107297","1168-04-20"
"70300","2","107513","107299","1121-03-25"
"70301","2","107514","107300","1178-07-05"
"70302","2","107515","107301","1156-10-03"
"70303","2","107516","107302","1139-01-14"
"70304","2","107517","107304","1139-09-13"
"70305","2","107518","107305","1155-10-27"
"70306","2","107519","107307","1173-06-22"
"70307","2","107520","107308","1187-07-19"
"70308","2","107521","107309","1149-08-20"
"70309","2","107522","107310","1163-05-09"
"70310","2","107523","107311","1139-09-05"
"70311","2","107524","107313","1169-01-24"
"70312","2","107525","107315","1175-12-04"
"70313","2","107526","107325","1174-07-07"
"70314","2","107527","107326","1186-11-12"
"70315","2","107528","107331","1133-06-08"
"70316","2","107529","107332","1153-09-11"
"70317","2","107530","107334","1154-10-07"
"70318","2","107531","107336","1160-11-14"
"70319","2","107532","107337","1177-10-13"
"70320","2","107533","107338","1158-04-16"
"70321","2","107534","107341","1148-05-10"
"70322","2","107535","107342","1194-11-26"
"70323","2","107536","107343","1136-02-04"
"70324","2","107537","107345","1184-01-17"
"70325","2","107538","107346","1159-02-06"
"70326","2","107539","107347","1172-12-14"
"70327","2","107540","107349","1149-06-05"
"70328","2","107541","107351","1176-08-03"
"70329","2","107542","107353","1133-11-11"
"70330","2","107543","107354","1178-07-26"
"70331","2","107544","107357","1192-05-06"
"70332","2","107545","107359","1151-08-22"
"70333","2","107546","107363","1113-01-23"
"70334","2","107547","107366","1133-12-06"
"70335","2","107548","107367","1142-12-04"
"70336","2","107549","107370","1116-09-10"
"70337","2","107550","107372","1148-06-20"
"70338","2","107551","107373","1180-08-12"
"70339","2","107552","107375","1154-04-21"
"70340","2","107553","107379","1146-08-15"
"70341","2","107554","107380","1175-03-30"
"70342","2","107555","107381","1165-03-06"
"70343","2","107556","107384","1149-09-07"
"70344","2","107557","107395","1191-09-10"
"70345","2","107558","107397","1167-09-17"
"70346","2","107559","107398","1161-08-30"
"70347","2","107560","107400","1138-09-09"
"70348","2","107561","107402","1166-02-24"
"70349","2","107562","107406","1180-05-25"
"70350","2","107563","107407","1148-06-27"
"70351","2","107564","107409","1166-05-14"
"70352","2","107565","107412","1121-07-22"
"70353","2","107566","107413","1140-05-05"
"70354","2","107567","107416","1142-02-11"
"70355","2","107568","107417","1121-07-29"
"70356","2","107569","107418","1138-01-16"
"70357","2","107570","107421","1183-04-22"
"70358","2","107571","107422","1166-08-09"
"70359","2","107572","107423","1164-09-16"
