"marriage_id","tree_id","husband_id","wife_id","start_date"
"105550","9","158209","158210","1011-04-26"
"105551","9","158211","158221","1093-11-23"
"105552","9","158214","158222","1066-07-13"
"105553","9","158216","158223","1051-05-20"
"105554","9","158217","158224","1041-11-22"
"105555","9","158219","158225","1072-02-04"
"105556","9","158220","158226","1048-12-14"
"105557","9","158227","158212","1052-11-26"
"105558","9","158228","158213","1067-01-18"
"105559","9","158229","158215","1050-08-17"
"105560","9","158230","158218","1056-04-29"
"105561","9","158234","158281","1120-12-23"
"105562","9","158237","158282","1107-12-29"
"105563","9","158238","158283","1094-07-24"
"105564","9","158240","158284","1138-02-19"
"105565","9","158243","158285","1111-08-26"
"105566","9","158245","158286","1094-03-05"
"105567","9","158247","158287","1096-01-15"
"105568","9","158248","158288","1065-06-15"
"105569","9","158249","158289","1101-04-15"
"105570","9","158250","158290","1057-11-05"
"105571","9","158251","158291","1082-05-05"
"105572","9","158253","158292","1120-02-02"
"105573","9","158256","158293","1089-03-10"
"105574","9","158257","158294","1098-01-03"
"105575","9","158258","158295","1072-04-11"
"105576","9","158259","158296","1126-03-12"
"105577","9","158262","158297","1054-03-03"
"105578","9","158265","158298","1100-11-01"
"105579","9","158269","158299","1056-10-11"
"105580","9","158271","158300","1091-02-21"
"105581","9","158273","158301","1148-06-15"
"105582","9","158274","158302","1101-05-08"
"105583","9","158275","158303","1139-11-19"
"105584","9","158304","158232","1074-10-06"
"105585","9","158305","158235","1110-08-23"
"105586","9","158306","158239","1110-06-15"
"105587","9","158307","158241","1066-11-02"
"105588","9","158308","158242","1144-07-09"
"105589","9","158309","158244","1087-02-01"
"105590","9","158310","158246","1082-01-03"
"105591","9","158311","158252","1086-06-23"
"105592","9","158312","158254","1099-05-03"
"105593","9","158313","158255","1054-11-09"
"105594","9","158314","158260","1142-12-20"
"105595","9","158315","158261","1069-04-26"
"105596","9","158316","158263","1120-05-12"
"105597","9","158317","158264","1061-02-21"
"105598","9","158318","158266","1083-09-16"
"105599","9","158319","158267","1085-11-15"
"105600","9","158320","158268","1099-06-09"
"105601","9","158321","158270","1090-06-21"
"105602","9","158322","158272","1122-07-28"
"105603","9","158323","158276","1125-01-08"
"105604","9","158324","158280","1093-07-01"
"105605","9","158326","158575","1121-06-14"
"105606","9","158327","158576","1157-11-11"
"105607","9","158329","158577","1147-03-05"
"105608","9","158331","158578","1160-07-26"
"105609","9","158332","158579","1119-09-01"
"105610","9","158335","158580","1146-02-08"
"105611","9","158336","158581","1122-12-19"
"105612","9","158337","158582","1152-09-22"
"105613","9","158338","158583","1124-12-01"
"105614","9","158340","158584","1167-12-29"
"105615","9","158341","158585","1156-02-05"
"105616","9","158342","158586","1141-04-28"
"105617","9","158343","158587","1151-07-24"
"105618","9","158349","158588","1154-04-28"
"105619","9","158350","158589","1104-04-23"
"105620","9","158352","158590","1149-02-09"
"105621","9","158355","158591","1148-04-16"
"105622","9","158359","158592","1117-06-28"
"105623","9","158361","158593","1149-06-28"
"105624","9","158362","158594","1141-02-25"
"105625","9","158363","158595","1139-08-31"
"105626","9","158364","158596","1161-07-13"
"105627","9","158365","158597","1124-11-16"
"105628","9","158366","158598","1148-10-01"
"105629","9","158367","158599","1155-08-05"
"105630","9","158368","158600","1117-09-13"
"105631","9","158370","158601","1149-11-07"
"105632","9","158371","158602","1130-04-18"
"105633","9","158375","158603","1164-07-28"
"105634","9","158378","158604","1094-02-24"
"105635","9","158381","158605","1155-11-08"
"105636","9","158382","158606","1108-08-17"
"105637","9","158384","158607","1089-05-20"
"105638","9","158385","158608","1090-08-04"
"105639","9","158386","158609","1133-01-03"
"105640","9","158387","158610","1129-02-18"
"105641","9","158388","158611","1130-05-04"
"105642","9","158390","158612","1152-10-25"
"105643","9","158392","158613","1139-12-17"
"105644","9","158397","158614","1125-05-14"
"105645","9","158400","158615","1152-07-22"
"105646","9","158404","158616","1141-09-19"
"105647","9","158407","158617","1117-02-12"
"105648","9","158409","158618","1115-09-11"
"105649","9","158413","158619","1122-10-02"
"105650","9","158414","158620","1126-12-04"
"105651","9","158416","158621","1087-06-29"
"105652","9","158417","158622","1098-11-17"
"105653","9","158418","158623","1129-02-11"
"105654","9","158422","158624","1124-03-18"
"105655","9","158424","158625","1144-03-08"
"105656","9","158425","158626","1141-08-11"
"105657","9","158426","158627","1119-06-25"
"105658","9","158427","158628","1087-04-16"
"105659","9","158431","158629","1130-12-03"
"105660","9","158434","158630","1127-12-25"
"105661","9","158435","158631","1128-12-16"
"105662","9","158436","158632","1121-10-29"
"105663","9","158438","158633","1127-06-29"
"105664","9","158440","158634","1149-07-23"
"105665","9","158441","158635","1134-06-05"
"105666","9","158443","158636","1137-05-12"
"105667","9","158444","158637","1138-08-28"
"105668","9","158447","158638","1125-07-25"
"105669","9","158454","158639","1112-01-04"
"105670","9","158457","158640","1164-12-09"
"105671","9","158458","158641","1171-03-21"
"105672","9","158459","158642","1122-05-28"
"105673","9","158460","158643","1128-09-24"
"105674","9","158462","158644","1119-06-14"
"105675","9","158465","158645","1154-01-16"
"105676","9","158466","158646","1128-02-21"
"105677","9","158467","158647","1118-02-07"
"105678","9","158468","158648","1139-08-14"
"105679","9","158469","158649","1127-10-12"
"105680","9","158473","158650","1127-03-15"
"105681","9","158477","158651","1133-11-21"
"105682","9","158478","158652","1120-09-15"
"105683","9","158479","158653","1136-08-19"
"105684","9","158480","158654","1138-06-25"
"105685","9","158481","158655","1113-05-22"
"105686","9","158483","158656","1139-10-17"
"105687","9","158484","158657","1119-03-30"
"105688","9","158485","158658","1122-06-19"
"105689","9","158487","158659","1132-06-11"
"105690","9","158489","158660","1135-08-31"
"105691","9","158491","158661","1111-12-08"
"105692","9","158493","158662","1159-12-19"
"105693","9","158494","158663","1101-06-27"
"105694","9","158497","158664","1169-04-16"
"105695","9","158500","158665","1122-04-09"
"105696","9","158503","158666","1101-10-12"
"105697","9","158504","158667","1130-05-15"
"105698","9","158505","158668","1121-06-28"
"105699","9","158507","158669","1114-12-15"
"105700","9","158508","158670","1118-02-17"
"105701","9","158511","158671","1157-02-11"
"105702","9","158514","158672","1139-09-16"
"105703","9","158518","158673","1144-11-05"
"105704","9","158519","158674","1138-12-14"
"105705","9","158520","158675","1123-10-09"
"105706","9","158522","158676","1170-01-26"
"105707","9","158523","158677","1115-09-25"
"105708","9","158524","158678","1142-03-15"
"105709","9","158526","158679","1162-12-09"
"105710","9","158527","158680","1118-02-20"
"105711","9","158532","158681","1103-06-07"
"105712","9","158534","158682","1127-01-21"
"105713","9","158540","158683","1117-03-06"
"105714","9","158543","158684","1138-08-11"
"105715","9","158544","158685","1140-04-06"
"105716","9","158545","158686","1127-09-16"
"105717","9","158546","158687","1133-09-14"
"105718","9","158547","158688","1148-02-05"
"105719","9","158551","158689","1159-05-31"
"105720","9","158553","158690","1122-09-28"
"105721","9","158556","158691","1130-10-02"
"105722","9","158557","158692","1117-09-02"
"105723","9","158561","158693","1175-11-21"
"105724","9","158567","158694","1122-06-23"
"105725","9","158571","158695","1176-01-26"
"105726","9","158573","158696","1102-08-25"
"105727","9","158574","158697","1126-07-28"
"105728","9","158698","158325","1154-05-24"
"105729","9","158699","158328","1133-08-11"
"105730","9","158700","158330","1154-07-02"
"105731","9","158701","158333","1152-11-17"
"105732","9","158702","158334","1161-03-23"
"105733","9","158703","158344","1121-05-10"
"105734","9","158704","158346","1145-11-14"
"105735","9","158705","158347","1111-05-31"
"105736","9","158706","158348","1116-04-15"
"105737","9","158707","158351","1147-09-29"
"105738","9","158708","158353","1127-04-21"
"105739","9","158709","158354","1167-06-18"
"105740","9","158710","158356","1112-01-19"
"105741","9","158711","158358","1132-06-09"
"105742","9","158712","158360","1143-02-20"
"105743","9","158713","158369","1148-02-28"
"105744","9","158714","158372","1114-02-26"
"105745","9","158715","158373","1128-01-05"
"105746","9","158716","158374","1096-06-26"
"105747","9","158717","158376","1137-01-29"
"105748","9","158718","158377","1163-04-08"
"105749","9","158719","158379","1123-09-29"
"105750","9","158720","158380","1133-05-22"
"105751","9","158721","158383","1104-12-07"
"105752","9","158722","158391","1105-07-09"
"105753","9","158723","158393","1168-04-09"
"105754","9","158724","158394","1112-08-20"
"105755","9","158725","158395","1126-08-07"
"105756","9","158726","158396","1096-01-04"
"105757","9","158727","158398","1129-01-31"
"105758","9","158728","158399","1128-04-07"
"105759","9","158729","158401","1165-01-08"
"105760","9","158730","158402","1092-04-11"
"105761","9","158731","158403","1148-08-27"
"105762","9","158732","158405","1135-10-29"
"105763","9","158733","158406","1127-05-16"
"105764","9","158734","158408","1116-02-04"
"105765","9","158735","158410","1126-10-29"
"105766","9","158736","158411","1131-06-04"
"105767","9","158737","158412","1114-01-09"
"105768","9","158738","158415","1106-01-01"
"105769","9","158739","158419","1107-02-03"
"105770","9","158740","158420","1110-06-23"
"105771","9","158741","158421","1122-08-06"
"105772","9","158742","158423","1141-12-22"
"105773","9","158743","158429","1179-05-19"
"105774","9","158744","158430","1119-06-12"
"105775","9","158745","158432","1130-12-12"
"105776","9","158746","158433","1141-03-06"
"105777","9","158747","158437","1116-06-09"
"105778","9","158748","158439","1130-08-27"
"105779","9","158749","158442","1123-02-26"
"105780","9","158750","158445","1101-08-30"
"105781","9","158751","158446","1152-08-24"
"105782","9","158752","158448","1160-12-24"
"105783","9","158753","158449","1176-11-29"
"105784","9","158754","158450","1144-08-30"
"105785","9","158755","158451","1137-12-07"
"105786","9","158756","158452","1128-07-22"
"105787","9","158757","158453","1154-09-12"
"105788","9","158758","158455","1126-02-12"
"105789","9","158759","158456","1124-09-25"
"105790","9","158760","158461","1125-10-29"
"105791","9","158761","158463","1163-12-27"
"105792","9","158762","158464","1125-07-12"
"105793","9","158763","158470","1125-03-10"
"105794","9","158764","158471","1142-01-17"
"105795","9","158765","158472","1153-07-18"
"105796","9","158766","158474","1135-08-27"
"105797","9","158767","158475","1125-07-03"
