"marriage_id","tree_id","husband_id","wife_id","start_date"
"119768","12","178694","178695","1048-07-10"
"119769","12","178696","178706","1098-12-18"
"119770","12","178699","178707","1051-06-25"
"119771","12","178700","178708","1079-08-08"
"119772","12","178701","178709","1066-08-13"
"119773","12","178703","178710","1083-07-07"
"119774","12","178704","178711","1098-11-23"
"119775","12","178705","178712","1098-09-18"
"119776","12","178713","178697","1083-07-13"
"119777","12","178714","178698","1044-06-25"
"119778","12","178715","178702","1058-09-13"
"119779","12","178716","178766","1117-03-14"
"119780","12","178718","178767","1095-02-23"
"119781","12","178719","178768","1092-04-15"
"119782","12","178721","178769","1092-06-09"
"119783","12","178722","178770","1110-11-20"
"119784","12","178724","178771","1110-09-16"
"119785","12","178725","178772","1096-09-25"
"119786","12","178726","178773","1139-03-15"
"119787","12","178728","178774","1073-11-15"
"119788","12","178730","178775","1077-06-20"
"119789","12","178733","178776","1104-08-28"
"119790","12","178734","178777","1087-04-26"
"119791","12","178736","178778","1121-12-17"
"119792","12","178739","178779","1089-11-14"
"119793","12","178742","178780","1093-10-09"
"119794","12","178743","178781","1128-03-12"
"119795","12","178745","178782","1138-09-06"
"119796","12","178746","178783","1112-07-24"
"119797","12","178747","178784","1141-01-23"
"119798","12","178749","178785","1158-02-18"
"119799","12","178751","178786","1098-07-18"
"119800","12","178752","178787","1110-12-13"
"119801","12","178756","178788","1128-08-01"
"119802","12","178757","178789","1099-08-24"
"119803","12","178761","178790","1126-04-02"
"119804","12","178762","178791","1142-08-05"
"119805","12","178765","178792","1119-04-25"
"119806","12","178793","178717","1095-11-05"
"119807","12","178794","178720","1070-03-13"
"119808","12","178795","178723","1137-02-28"
"119809","12","178796","178727","1095-12-09"
"119810","12","178797","178729","1107-03-01"
"119811","12","178798","178731","1122-07-09"
"119812","12","178799","178732","1155-09-10"
"119813","12","178800","178735","1139-01-15"
"119814","12","178801","178737","1124-09-03"
"119815","12","178802","178738","1088-06-22"
"119816","12","178803","178740","1104-10-26"
"119817","12","178804","178741","1131-09-20"
"119818","12","178805","178744","1137-07-17"
"119819","12","178806","178748","1122-05-15"
"119820","12","178807","178750","1101-10-16"
"119821","12","178808","178753","1123-02-18"
"119822","12","178809","178754","1155-09-27"
"119823","12","178810","178755","1092-06-17"
"119824","12","178811","178758","1119-06-11"
"119825","12","178812","178759","1162-02-20"
"119826","12","178813","178760","1135-06-02"
"119827","12","178814","178763","1104-12-21"
"119828","12","178815","178764","1095-06-22"
"119829","12","178816","178990","1156-05-02"
"119830","12","178817","178991","1155-08-15"
"119831","12","178818","178992","1098-01-03"
"119832","12","178820","178993","1147-02-28"
"119833","12","178821","178994","1129-12-16"
"119834","12","178822","178995","1165-07-01"
"119835","12","178823","178996","1123-09-16"
"119836","12","178825","178997","1155-10-19"
"119837","12","178828","178998","1118-01-01"
"119838","12","178829","178999","1149-07-09"
"119839","12","178830","179000","1127-11-12"
"119840","12","178832","179001","1124-04-08"
"119841","12","178834","179002","1138-09-03"
"119842","12","178835","179003","1104-08-09"
"119843","12","178836","179004","1102-04-30"
"119844","12","178837","179005","1135-07-28"
"119845","12","178838","179006","1117-06-06"
"119846","12","178839","179007","1148-10-04"
"119847","12","178841","179008","1126-07-21"
"119848","12","178842","179009","1111-02-11"
"119849","12","178843","179010","1139-02-24"
"119850","12","178847","179011","1143-01-23"
"119851","12","178850","179012","1173-05-22"
"119852","12","178852","179013","1106-09-30"
"119853","12","178855","179014","1112-02-24"
"119854","12","178859","179015","1112-08-05"
"119855","12","178861","179016","1138-09-13"
"119856","12","178862","179017","1202-03-11"
"119857","12","178863","179018","1143-01-18"
"119858","12","178864","179019","1156-05-14"
"119859","12","178865","179020","1164-10-14"
"119860","12","178866","179021","1146-02-02"
"119861","12","178868","179022","1125-05-11"
"119862","12","178872","179023","1151-01-27"
"119863","12","178873","179024","1178-04-13"
"119864","12","178874","179025","1182-09-30"
"119865","12","178875","179026","1163-08-08"
"119866","12","178876","179027","1158-03-16"
"119867","12","178879","179028","1145-09-07"
"119868","12","178880","179029","1124-07-09"
"119869","12","178882","179030","1159-05-13"
"119870","12","178885","179031","1115-05-17"
"119871","12","178886","179032","1133-12-27"
"119872","12","178890","179033","1115-09-22"
"119873","12","178891","179034","1104-01-05"
"119874","12","178892","179035","1122-06-30"
"119875","12","178893","179036","1098-02-04"
"119876","12","178895","179037","1129-02-19"
"119877","12","178900","179038","1160-01-05"
"119878","12","178902","179039","1151-08-29"
"119879","12","178905","179040","1163-02-25"
"119880","12","178908","179041","1148-03-26"
"119881","12","178910","179042","1161-05-22"
"119882","12","178911","179043","1132-11-03"
"119883","12","178913","179044","1162-07-31"
"119884","12","178914","179045","1143-08-02"
"119885","12","178921","179046","1161-04-29"
"119886","12","178922","179047","1174-10-24"
"119887","12","178923","179048","1182-10-30"
"119888","12","178924","179049","1164-07-15"
"119889","12","178925","179050","1128-11-08"
"119890","12","178926","179051","1193-08-03"
"119891","12","178927","179052","1166-06-23"
"119892","12","178928","179053","1174-12-13"
"119893","12","178933","179054","1165-07-08"
"119894","12","178937","179055","1171-01-20"
