"marriage_id","tree_id","husband_id","wife_id","start_date"
"81136","4","123181","123182","1044-07-05"
"81137","4","123183","123193","1067-08-26"
"81138","4","123186","123194","1062-06-24"
"81139","4","123187","123195","1046-09-01"
"81140","4","123188","123196","1089-05-24"
"81141","4","123189","123197","1090-02-27"
"81142","4","123190","123198","1057-01-09"
"81143","4","123199","123184","1049-09-10"
"81144","4","123200","123185","1123-11-18"
"81145","4","123201","123191","1095-11-21"
"81146","4","123202","123192","1062-07-01"
"81147","4","123205","123253","1110-05-02"
"81148","4","123206","123254","1098-07-21"
"81149","4","123209","123255","1092-11-08"
"81150","4","123212","123256","1107-09-08"
"81151","4","123213","123257","1137-08-20"
"81152","4","123214","123258","1116-12-27"
"81153","4","123218","123259","1120-09-20"
"81154","4","123220","123260","1100-08-21"
"81155","4","123223","123261","1140-04-15"
"81156","4","123225","123262","1119-02-01"
"81157","4","123226","123263","1106-08-06"
"81158","4","123227","123264","1089-08-23"
"81159","4","123228","123265","1096-05-17"
"81160","4","123229","123266","1106-07-26"
"81161","4","123230","123267","1069-01-09"
"81162","4","123231","123268","1114-07-30"
"81163","4","123232","123269","1112-09-13"
"81164","4","123233","123270","1124-03-24"
"81165","4","123234","123271","1126-04-07"
"81166","4","123237","123272","1112-07-29"
"81167","4","123240","123273","1084-05-09"
"81168","4","123242","123274","1095-07-23"
"81169","4","123244","123275","1073-09-16"
"81170","4","123245","123276","1088-03-20"
"81171","4","123247","123277","1063-04-01"
"81172","4","123249","123278","1109-08-14"
"81173","4","123251","123279","1082-06-15"
"81174","4","123252","123280","1083-08-27"
"81175","4","123281","123203","1124-04-15"
"81176","4","123282","123204","1118-09-09"
"81177","4","123283","123207","1114-12-25"
"81178","4","123284","123208","1129-10-11"
"81179","4","123285","123210","1117-11-12"
"81180","4","123286","123215","1082-12-28"
"81181","4","123287","123216","1116-02-08"
"81182","4","123288","123217","1106-12-17"
"81183","4","123289","123219","1105-08-15"
"81184","4","123290","123221","1147-09-29"
"81185","4","123291","123222","1100-12-10"
"81186","4","123292","123224","1144-03-22"
"81187","4","123293","123235","1073-09-01"
"81188","4","123294","123236","1111-06-23"
"81189","4","123295","123238","1114-05-11"
"81190","4","123296","123239","1073-10-08"
"81191","4","123297","123241","1056-11-21"
"81192","4","123298","123243","1118-06-07"
"81193","4","123299","123246","1095-12-02"
"81194","4","123300","123248","1092-12-24"
"81195","4","123301","123250","1102-05-28"
"81196","4","123307","123531","1125-07-02"
"81197","4","123308","123532","1126-03-20"
"81198","4","123310","123533","1155-01-17"
"81199","4","123311","123534","1134-07-04"
"81200","4","123313","123535","1112-09-27"
"81201","4","123317","123536","1145-01-13"
"81202","4","123321","123537","1098-05-31"
"81203","4","123322","123538","1121-09-23"
"81204","4","123324","123539","1122-01-22"
"81205","4","123325","123540","1120-07-04"
"81206","4","123326","123541","1119-02-06"
"81207","4","123329","123542","1146-07-23"
"81208","4","123330","123543","1150-07-30"
"81209","4","123332","123544","1145-05-30"
"81210","4","123334","123545","1144-06-26"
"81211","4","123335","123546","1124-10-15"
"81212","4","123336","123547","1166-05-28"
"81213","4","123338","123548","1141-02-12"
"81214","4","123339","123549","1120-07-28"
"81215","4","123340","123550","1144-12-20"
"81216","4","123341","123551","1101-02-09"
"81217","4","123344","123552","1120-06-23"
"81218","4","123348","123553","1122-10-03"
"81219","4","123355","123554","1133-01-09"
"81220","4","123357","123555","1114-06-23"
"81221","4","123360","123556","1123-02-01"
"81222","4","123362","123557","1135-12-17"
"81223","4","123363","123558","1159-01-12"
"81224","4","123364","123559","1115-01-03"
"81225","4","123365","123560","1135-06-15"
"81226","4","123366","123561","1164-10-26"
"81227","4","123368","123562","1165-05-31"
"81228","4","123369","123563","1128-05-13"
"81229","4","123370","123564","1140-11-11"
"81230","4","123372","123565","1138-09-24"
"81231","4","123373","123566","1157-09-09"
"81232","4","123374","123567","1118-06-06"
"81233","4","123376","123568","1140-05-10"
"81234","4","123379","123569","1137-08-18"
"81235","4","123380","123570","1100-11-20"
"81236","4","123382","123571","1159-05-22"
"81237","4","123383","123572","1156-06-12"
