"marriage_id","tree_id","husband_id","wife_id","start_date"
"115450","11","172404","172405","1058-08-02"
"115451","11","172406","172416","1113-01-10"
"115452","11","172407","172417","1071-03-23"
"115453","11","172414","172418","1088-11-27"
"115454","11","172415","172419","1084-05-21"
"115455","11","172420","172408","1087-07-30"
"115456","11","172421","172409","1074-02-20"
"115457","11","172422","172411","1100-01-13"
"115458","11","172423","172412","1055-06-29"
"115459","11","172424","172413","1044-12-23"
"115460","11","172425","172475","1129-06-29"
"115461","11","172429","172476","1106-09-21"
"115462","11","172431","172477","1140-02-11"
"115463","11","172433","172478","1110-11-05"
"115464","11","172434","172479","1158-10-17"
"115465","11","172435","172480","1073-03-05"
"115466","11","172436","172481","1159-07-22"
"115467","11","172439","172482","1143-12-04"
"115468","11","172440","172483","1126-11-22"
"115469","11","172442","172484","1101-07-11"
"115470","11","172443","172485","1134-05-15"
"115471","11","172451","172486","1101-03-30"
"115472","11","172456","172487","1099-04-12"
"115473","11","172457","172488","1128-03-27"
"115474","11","172461","172489","1102-03-30"
"115475","11","172466","172490","1080-01-15"
"115476","11","172467","172491","1076-01-10"
"115477","11","172468","172492","1135-08-22"
"115478","11","172469","172493","1103-08-31"
"115479","11","172470","172494","1119-12-29"
"115480","11","172471","172495","1071-05-01"
"115481","11","172472","172496","1112-07-03"
"115482","11","172474","172497","1114-08-14"
"115483","11","172498","172426","1136-04-23"
"115484","11","172499","172427","1088-02-09"
"115485","11","172500","172428","1115-09-13"
"115486","11","172501","172430","1123-11-10"
"115487","11","172502","172432","1085-11-06"
"115488","11","172503","172437","1088-02-25"
"115489","11","172504","172438","1106-02-23"
"115490","11","172505","172441","1094-12-22"
"115491","11","172506","172445","1090-10-26"
"115492","11","172507","172446","1128-11-14"
"115493","11","172508","172447","1103-09-10"
"115494","11","172509","172448","1137-10-03"
"115495","11","172510","172449","1117-03-13"
"115496","11","172511","172450","1118-02-05"
"115497","11","172512","172454","1084-08-30"
"115498","11","172513","172455","1113-09-10"
"115499","11","172514","172458","1121-09-17"
"115500","11","172515","172459","1103-01-12"
"115501","11","172516","172462","1099-02-04"
"115502","11","172517","172463","1089-11-23"
"115503","11","172518","172464","1092-01-31"
"115504","11","172519","172465","1144-11-01"
"115505","11","172520","172473","1102-03-31"
"115506","11","172521","172758","1140-10-21"
"115507","11","172522","172759","1171-07-18"
"115508","11","172527","172760","1144-08-11"
"115509","11","172533","172761","1115-07-16"
"115510","11","172534","172762","1128-07-18"
"115511","11","172536","172763","1166-11-20"
"115512","11","172538","172764","1158-02-20"
"115513","11","172542","172765","1147-12-04"
"115514","11","172543","172766","1130-11-14"
"115515","11","172546","172767","1168-06-03"
"115516","11","172549","172768","1144-06-01"
"115517","11","172550","172769","1106-08-19"
"115518","11","172551","172770","1163-07-10"
"115519","11","172553","172771","1166-11-22"
"115520","11","172557","172772","1161-02-28"
"115521","11","172558","172773","1151-08-08"
"115522","11","172559","172774","1147-11-25"
"115523","11","172561","172775","1128-07-03"
"115524","11","172562","172776","1134-05-06"
"115525","11","172565","172777","1133-02-03"
"115526","11","172566","172778","1156-07-27"
"115527","11","172569","172779","1160-09-18"
"115528","11","172574","172780","1157-12-30"
"115529","11","172575","172781","1153-08-17"
"115530","11","172579","172782","1148-12-30"
"115531","11","172580","172783","1159-01-01"
"115532","11","172581","172784","1145-01-01"
"115533","11","172582","172785","1178-02-04"
"115534","11","172583","172786","1176-12-03"
"115535","11","172584","172787","1115-03-19"
"115536","11","172589","172788","1192-10-13"
"115537","11","172590","172789","1166-10-13"
"115538","11","172591","172790","1147-05-21"
"115539","11","172592","172791","1160-05-06"
"115540","11","172593","172792","1189-10-30"
"115541","11","172594","172793","1188-10-07"
"115542","11","172599","172794","1140-10-24"
"115543","11","172604","172795","1171-08-07"
"115544","11","172606","172796","1138-12-17"
"115545","11","172609","172797","1141-01-30"
"115546","11","172610","172798","1136-10-20"
"115547","11","172613","172799","1155-01-20"
"115548","11","172614","172800","1116-06-07"
"115549","11","172615","172801","1138-11-15"
"115550","11","172618","172802","1103-03-04"
"115551","11","172619","172803","1140-11-27"
"115552","11","172621","172804","1128-03-11"
"115553","11","172623","172805","1157-04-30"
"115554","11","172624","172806","1149-01-05"
"115555","11","172628","172807","1154-06-19"
"115556","11","172632","172808","1133-07-01"
"115557","11","172638","172809","1183-10-12"
"115558","11","172639","172810","1161-11-13"
"115559","11","172640","172811","1200-08-02"
"115560","11","172641","172812","1178-06-28"
"115561","11","172642","172813","1170-05-08"
"115562","11","172644","172814","1147-03-24"
"115563","11","172645","172815","1116-06-14"
"115564","11","172647","172816","1189-02-22"
"115565","11","172648","172817","1157-08-01"
"115566","11","172649","172818","1148-11-09"
"115567","11","172652","172819","1185-01-17"
"115568","11","172653","172820","1181-05-24"
"115569","11","172654","172821","1170-02-18"
"115570","11","172655","172822","1130-08-31"
"115571","11","172656","172823","1162-10-12"
"115572","11","172658","172824","1146-05-22"
"115573","11","172659","172825","1174-08-04"
"115574","11","172661","172826","1145-01-05"
"115575","11","172663","172827","1151-11-21"
"115576","11","172665","172828","1161-03-10"
"115577","11","172668","172829","1140-10-28"
"115578","11","172670","172830","1126-01-23"
"115579","11","172671","172831","1157-09-03"
"115580","11","172672","172832","1162-06-11"
"115581","11","172673","172833","1160-02-23"
"115582","11","172674","172834","1137-07-30"
"115583","11","172677","172835","1117-10-23"
"115584","11","172678","172836","1120-12-07"
"115585","11","172679","172837","1132-04-14"
"115586","11","172680","172838","1173-03-20"
"115587","11","172681","172839","1155-01-07"
"115588","11","172683","172840","1138-03-25"
"115589","11","172686","172841","1135-06-19"
"115590","11","172689","172842","1144-04-15"
"115591","11","172690","172843","1140-09-06"
"115592","11","172691","172844","1140-05-05"
"115593","11","172692","172845","1152-04-22"
"115594","11","172693","172846","1117-03-19"
"115595","11","172695","172847","1150-12-20"
"115596","11","172696","172848","1136-04-25"
"115597","11","172697","172849","1140-04-12"
"115598","11","172699","172850","1127-01-18"
"115599","11","172701","172851","1173-03-01"
"115600","11","172702","172852","1129-06-13"
"115601","11","172703","172853","1116-01-29"
"115602","11","172704","172854","1154-05-24"
"115603","11","172705","172855","1138-04-29"
"115604","11","172710","172856","1158-06-06"
"115605","11","172713","172857","1165-07-28"
"115606","11","172720","172858","1159-08-14"
"115607","11","172721","172859","1145-03-01"
"115608","11","172724","172860","1143-05-19"
"115609","11","172729","172861","1168-06-21"
"115610","11","172734","172862","1153-07-10"
"115611","11","172738","172863","1128-06-02"
"115612","11","172739","172864","1170-06-15"
"115613","11","172740","172865","1120-10-14"
"115614","11","172742","172866","1108-02-09"
"115615","11","172745","172867","1141-09-27"
"115616","11","172746","172868","1125-02-09"
"115617","11","172748","172869","1152-07-31"
"115618","11","172749","172870","1177-11-29"
"115619","11","172751","172871","1145-06-19"
"115620","11","172752","172872","1132-07-01"
"115621","11","172753","172873","1125-07-26"
"115622","11","172754","172874","1168-03-12"
"115623","11","172755","172875","1119-12-11"
"115624","11","172756","172876","1134-03-18"
"115625","11","172757","172877","1177-05-31"
"115626","11","172878","172523","1172-02-11"
"115627","11","172879","172524","1147-12-03"
"115628","11","172880","172525","1190-09-21"
"115629","11","172881","172526","1164-04-22"
"115630","11","172882","172528","1171-12-20"
"115631","11","172883","172529","1154-08-07"
"115632","11","172884","172530","1169-05-25"
"115633","11","172885","172531","1206-06-27"
"115634","11","172886","172535","1140-02-14"
"115635","11","172887","172537","1138-01-05"
"115636","11","172888","172539","1138-11-25"
"115637","11","172889","172540","1167-02-09"
"115638","11","172890","172544","1153-10-11"
"115639","11","172891","172545","1177-07-19"
"115640","11","172892","172547","1159-10-15"
"115641","11","172893","172548","1169-12-18"
"115642","11","172894","172555","1150-11-26"
"115643","11","172895","172556","1146-08-10"
"115644","11","172896","172560","1147-02-28"
"115645","11","172897","172563","1145-01-31"
"115646","11","172898","172564","1110-08-24"
"115647","11","172899","172567","1130-08-19"
"115648","11","172900","172570","1156-02-27"
"115649","11","172901","172571","1191-07-21"
"115650","11","172902","172572","1151-03-14"
"115651","11","172903","172573","1177-11-28"
"115652","11","172904","172576","1128-08-16"
"115653","11","172905","172577","1172-07-11"
"115654","11","172906","172578","1120-03-08"
"115655","11","172907","172585","1164-07-19"
"115656","11","172908","172586","1165-07-10"
"115657","11","172909","172587","1151-01-30"
"115658","11","172910","172588","1125-11-14"
"115659","11","172911","172595","1177-07-28"
"115660","11","172912","172597","1153-02-28"
"115661","11","172913","172600","1167-03-04"
"115662","11","172914","172601","1139-07-31"
"115663","11","172915","172602","1155-05-18"
"115664","11","172916","172603","1180-05-15"
"115665","11","172917","172605","1183-04-04"
"115666","11","172918","172608","1161-11-07"
"115667","11","172919","172611","1153-01-31"
"115668","11","172920","172612","1152-03-31"
"115669","11","172921","172616","1138-02-14"
"115670","11","172922","172617","1138-01-31"
"115671","11","172923","172620","1161-09-03"
"115672","11","172924","172622","1127-06-19"
"115673","11","172925","172625","1123-03-02"
"115674","11","172926","172626","1167-01-07"
"115675","11","172927","172627","1163-09-02"
"115676","11","172928","172629","1151-05-07"
"115677","11","172929","172633","1169-12-18"
"115678","11","172930","172634","1147-12-21"
"115679","11","172931","172635","1180-09-21"
"115680","11","172932","172636","1172-02-08"
"115681","11","172933","172637","1175-07-11"
"115682","11","172934","172643","1166-12-12"
"115683","11","172935","172646","1162-07-11"
"115684","11","172936","172650","1199-04-14"
"115685","11","172937","172651","1126-09-23"
"115686","11","172938","172657","1150-07-03"
"115687","11","172939","172660","1149-09-21"
"115688","11","172940","172662","1182-12-06"
"115689","11","172941","172664","1129-08-23"
"115690","11","172942","172666","1154-12-03"
"115691","11","172943","172667","1125-06-19"
"115692","11","172944","172669","1115-10-05"
"115693","11","172945","172675","1122-07-04"
"115694","11","172946","172676","1134-04-23"
"115695","11","172947","172682","1158-11-26"
"115696","11","172948","172684","1123-02-07"
"115697","11","172949","172685","1128-09-04"
"115698","11","172950","172694","1113-09-02"
"115699","11","172951","172698","1129-05-03"
"115700","11","172952","172700","1115-09-07"
"115701","11","172953","172706","1167-07-14"
"115702","11","172954","172707","1142-07-22"
"115703","11","172955","172708","1146-08-28"
"115704","11","172956","172709","1187-12-18"
"115705","11","172957","172711","1133-05-29"
"115706","11","172958","172712","1165-08-06"
"115707","11","172959","172714","1171-08-13"
"115708","11","172960","172715","1124-03-13"
"115709","11","172961","172716","1137-11-05"
"115710","11","172962","172717","1177-01-23"
"115711","11","172963","172719","1156-05-12"
"115712","11","172964","172722","1155-10-05"
"115713","11","172965","172723","1155-08-31"
"115714","11","172966","172725","1129-04-03"
"115715","11","172967","172726","1167-05-22"
"115716","11","172968","172728","1161-10-17"
"115717","11","172969","172730","1128-12-23"
"115718","11","172970","172731","1138-05-01"
"115719","11","172971","172732","1143-02-23"
"115720","11","172972","172733","1150-12-23"
"115721","11","172973","172735","1189-04-03"
"115722","11","172974","172736","1125-07-21"
"115723","11","172975","172737","1193-10-23"
"115724","11","172976","172741","1151-08-18"
"115725","11","172977","172743","1101-03-31"
"115726","11","172978","172744","1123-05-09"
"115727","11","172979","172747","1136-03-14"
"115728","11","172980","172750","1193-08-08"
"115729","11","172981","173037","1172-03-07"
"115730","11","172982","173038","1146-05-31"
"115731","11","172987","173039","1200-12-26"
"115732","11","172994","173040","1166-05-23"
"115733","11","172995","173041","1183-12-29"
