"marriage_id","tree_id","husband_id","wife_id","start_date"
"100490","8","151010","151011","1028-05-04"
"100491","8","151012","151022","1070-01-08"
"100492","8","151015","151023","1086-01-08"
"100493","8","151016","151024","1055-10-11"
"100494","8","151018","151025","1098-07-02"
"100495","8","151019","151026","1047-11-12"
"100496","8","151027","151013","1075-10-23"
"100497","8","151028","151014","1092-09-28"
"100498","8","151029","151017","1054-08-07"
"100499","8","151030","151021","1056-01-04"
"100500","8","151033","151081","1074-03-17"
"100501","8","151034","151082","1138-11-15"
"100502","8","151036","151083","1127-11-06"
"100503","8","151038","151084","1078-05-08"
"100504","8","151040","151085","1106-06-19"
"100505","8","151041","151086","1080-07-18"
"100506","8","151042","151087","1083-06-03"
"100507","8","151043","151088","1091-02-03"
"100508","8","151044","151089","1053-05-05"
"100509","8","151045","151090","1123-04-19"
"100510","8","151047","151091","1105-12-26"
"100511","8","151050","151092","1065-05-11"
"100512","8","151053","151093","1067-02-20"
"100513","8","151054","151094","1082-12-05"
"100514","8","151055","151095","1053-06-28"
"100515","8","151056","151096","1080-08-16"
"100516","8","151057","151097","1078-09-08"
"100517","8","151058","151098","1070-08-22"
"100518","8","151060","151099","1079-01-29"
"100519","8","151062","151100","1061-03-16"
"100520","8","151065","151101","1074-10-26"
"100521","8","151066","151102","1117-09-26"
"100522","8","151069","151103","1073-08-05"
"100523","8","151073","151104","1072-02-24"
"100524","8","151074","151105","1060-10-21"
"100525","8","151075","151106","1097-04-26"
"100526","8","151077","151107","1089-09-28"
"100527","8","151079","151108","1069-09-25"
"100528","8","151080","151109","1054-03-30"
"100529","8","151110","151031","1082-08-14"
"100530","8","151111","151032","1151-08-20"
"100531","8","151112","151035","1098-08-02"
"100532","8","151113","151037","1120-03-22"
"100533","8","151114","151039","1078-02-27"
"100534","8","151115","151046","1132-06-01"
"100535","8","151116","151048","1098-03-06"
"100536","8","151117","151049","1115-07-07"
"100537","8","151118","151052","1066-10-31"
"100538","8","151119","151061","1114-11-12"
"100539","8","151120","151063","1101-08-03"
"100540","8","151121","151064","1074-09-09"
"100541","8","151122","151067","1090-09-19"
"100542","8","151123","151068","1074-10-14"
"100543","8","151124","151071","1076-02-24"
"100544","8","151125","151072","1057-07-27"
"100545","8","151126","151076","1078-10-10"
"100546","8","151127","151078","1084-05-17"
"100547","8","151128","151378","1148-06-18"
"100548","8","151129","151379","1123-12-05"
"100549","8","151130","151380","1136-02-24"
"100550","8","151134","151381","1122-07-15"
"100551","8","151135","151382","1144-09-29"
"100552","8","151136","151383","1148-08-08"
"100553","8","151137","151384","1117-06-16"
"100554","8","151139","151385","1165-04-23"
"100555","8","151141","151386","1130-12-15"
"100556","8","151144","151387","1114-11-13"
"100557","8","151149","151388","1104-03-29"
